epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,525,0.17642,0.40552,0.90696,0.78416,0.74888,0.8726,0.86133,0.17182,0.5153,0.26915,0.005743,0.005743,0.005743
45,536.926,0.17422,0.42269,0.90671,0.85004,0.79788,0.88981,0.8611,0.21097,0.4783,0.31584,0.005644,0.005644,0.005644
46,548.911,0.17531,0.42479,0.90671,0.78921,0.80485,0.88535,0.86327,0.16325,0.43698,0.23393,0.005545,0.005545,0.005545
47,560.719,0.17131,0.39379,0.90332,0.88097,0.83361,0.90324,0.89153,0.15785,0.35931,0.22759,0.005446,0.005446,0.005446
48,572.616,0.16667,0.42094,0.90278,0.5496,0.92847,0.83159,0.81033,0.27185,1.46296,0.35228,0.005347,0.005347,0.005347
49,584.467,0.1639,0.41555,0.89476,0.88794,0.74636,0.90237,0.88566,0.13011,0.40286,0.20136,0.005248,0.005248,0.005248
50,596.371,0.16265,0.40661,0.90438,0.48006,0.98471,0.79727,0.76798,0.23425,2.03773,0.37004,0.005149,0.005149,0.005149
51,608.341,0.16163,0.40161,0.90337,0.74452,0.7838,0.87243,0.85473,0.14753,0.51617,0.19824,0.00505,0.00505,0.00505
52,620.425,0.15933,0.38952,0.89924,0.82954,0.90688,0.91826,0.90836,0.13901,0.36236,0.20725,0.004951,0.004951,0.004951
53,632.29,0.15865,0.38958,0.90047,0.74724,0.80394,0.88125,0.85613,0.20735,0.49508,0.284,0.004852,0.004852,0.004852
54,644.192,0.15679,0.38117,0.90247,0.575,0.94674,0.86072,0.85029,0.20318,0.82373,0.28317,0.004753,0.004753,0.004753
55,656.035,0.15466,0.39706,0.89843,0.86382,0.82309,0.89373,0.88213,0.16314,0.40422,0.23706,0.004654,0.004654,0.004654
56,667.854,0.15704,0.39574,0.90008,0.93721,0.82813,0.91436,0.90663,0.14981,0.37644,0.19783,0.004555,0.004555,0.004555
57,679.692,0.1488,0.39526,0.89164,0.55326,0.99694,0.87891,0.85313,0.18128,0.74136,0.27957,0.004456,0.004456,0.004456
58,691.609,0.1479,0.39462,0.89912,0.75915,0.76272,0.84578,0.81771,0.20985,0.51985,0.37196,0.004357,0.004357,0.004357
59,703.562,0.14848,0.38654,0.89748,0.72577,0.85263,0.88483,0.8776,0.11688,0.49344,0.18202,0.004258,0.004258,0.004258
60,715.388,0.14453,0.38297,0.89388,0.76418,0.87727,0.89953,0.88134,0.17309,0.48027,0.25789,0.004159,0.004159,0.004159
61,727.321,0.14083,0.38443,0.8985,0.8661,0.86176,0.93262,0.92196,0.14055,0.32786,0.19787,0.00406,0.00406,0.00406
62,739.278,0.14027,0.38593,0.89587,0.91759,0.83955,0.9195,0.90929,0.14442,0.35594,0.20468,0.003961,0.003961,0.003961
63,751.229,0.13784,0.37019,0.89756,0.83929,0.84052,0.91759,0.8977,0.13352,0.37554,0.19438,0.003862,0.003862,0.003862
64,763.27,0.13585,0.36664,0.896,0.9158,0.81377,0.89902,0.87528,0.18223,0.35909,0.28829,0.003763,0.003763,0.003763
65,775.228,0.13881,0.36779,0.89484,0.88918,0.84568,0.91923,0.91092,0.12336,0.35019,0.17188,0.003664,0.003664,0.003664
66,787.141,0.13359,0.36046,0.89229,0.85253,0.82715,0.88247,0.88043,0.12398,0.3851,0.18065,0.003565,0.003565,0.003565
67,799.068,0.13489,0.37596,0.89016,0.84702,0.84177,0.909,0.90238,0.12209,0.38421,0.17577,0.003466,0.003466,0.003466
68,810.929,0.12984,0.3708,0.89279,0.87918,0.8255,0.91234,0.90814,0.12103,0.36904,0.17047,0.003367,0.003367,0.003367
69,822.746,0.12905,0.36825,0.88871,0.88752,0.84793,0.90819,0.90703,0.09382,0.33997,0.15725,0.003268,0.003268,0.003268
70,834.767,0.12743,0.34897,0.88829,0.82516,0.83564,0.89813,0.88885,0.14748,0.36691,0.19788,0.003169,0.003169,0.003169
71,846.631,0.12605,0.35749,0.89394,0.88511,0.82692,0.90031,0.89674,0.10882,0.34801,0.15864,0.00307,0.00307,0.00307
72,858.536,0.12818,0.35417,0.88938,0.78678,0.8917,0.91605,0.90363,0.1208,0.36908,0.17881,0.002971,0.002971,0.002971
73,870.392,0.12157,0.34588,0.89387,0.89612,0.81884,0.8841,0.87667,0.12288,0.35657,0.17826,0.002872,0.002872,0.002872
74,882.271,0.12385,0.34858,0.8902,0.89036,0.8108,0.8889,0.87283,0.15749,0.3846,0.21998,0.002773,0.002773,0.002773
75,894.109,0.11835,0.34777,0.88934,0.63828,0.8578,0.86647,0.85387,0.14954,0.81106,0.23409,0.002674,0.002674,0.002674
76,905.993,0.1173,0.33101,0.89175,0.83596,0.88434,0.92647,0.9112,0.12278,0.30032,0.18153,0.002575,0.002575,0.002575
77,917.883,0.11568,0.34866,0.89035,0.85932,0.81857,0.91664,0.9071,0.10532,0.36759,0.1637,0.002476,0.002476,0.002476
78,929.765,0.11326,0.34835,0.88648,0.82931,0.89205,0.93359,0.93285,0.07443,0.35304,0.1193,0.002377,0.002377,0.002377
79,941.614,0.11468,0.34158,0.89112,0.72701,0.90049,0.90113,0.89988,0.08322,0.3874,0.13588,0.002278,0.002278,0.002278
80,953.513,0.11155,0.32984,0.88902,0.81712,0.88664,0.9205,0.91547,0.08624,0.33201,0.14875,0.002179,0.002179,0.002179
81,965.415,0.10988,0.33213,0.88424,0.8844,0.81882,0.90422,0.89277,0.14545,0.36091,0.20827,0.00208,0.00208,0.00208
82,977.26,0.11113,0.33096,0.88888,0.86235,0.86548,0.92821,0.92491,0.11178,0.33552,0.15482,0.001981,0.001981,0.001981
83,989.197,0.10975,0.33549,0.88771,0.81056,0.82757,0.92705,0.92204,0.13454,0.45323,0.19873,0.001882,0.001882,0.001882
84,1001.05,0.10559,0.31783,0.88649,0.8757,0.87794,0.92049,0.91879,0.09505,0.30835,0.15006,0.001783,0.001783,0.001783
85,1012.94,0.10386,0.32391,0.89002,0.86043,0.9082,0.93665,0.93423,0.08473,0.29227,0.14512,0.001684,0.001684,0.001684
86,1024.88,0.10371,0.33529,0.88492,0.90855,0.84961,0.93086,0.9288,0.09083,0.30185,0.14709,0.001585,0.001585,0.001585
87,1036.77,0.09866,0.30852,0.88165,0.84754,0.84971,0.93126,0.93005,0.07815,0.35713,0.13024,0.001486,0.001486,0.001486
88,1048.61,0.09871,0.31156,0.88416,0.89871,0.89736,0.95082,0.94835,0.07544,0.25717,0.12467,0.001387,0.001387,0.001387
89,1060.46,0.09631,0.29774,0.88246,0.88233,0.8985,0.93553,0.93213,0.09229,0.27406,0.14168,0.001288,0.001288,0.001288
90,1072.37,0.09504,0.29337,0.88264,0.87702,0.90224,0.9383,0.93362,0.09039,0.29236,0.13876,0.001189,0.001189,0.001189
91,1112.91,0.16625,0.38094,0.95385,0.86617,0.80103,0.88721,0.88294,0.11237,0.40638,0.17374,0.00109,0.00109,0.00109
92,1124.67,0.13241,0.26444,0.90475,0.90311,0.8357,0.92118,0.92118,0.06747,0.3083,0.12826,0.000991,0.000991,0.000991
93,1136.42,0.12156,0.24523,0.89731,0.88276,0.87673,0.9357,0.9357,0.05331,0.27937,0.10332,0.000892,0.000892,0.000892
94,1148.28,0.11568,0.23997,0.88792,0.85894,0.90125,0.93006,0.93006,0.05696,0.28182,0.10836,0.000793,0.000793,0.000793
95,1160.07,0.11241,0.22747,0.88631,0.88945,0.8603,0.92138,0.92077,0.05854,0.2999,0.10817,0.000694,0.000694,0.000694
96,1171.83,0.11445,0.24047,0.89059,0.85214,0.86325,0.92848,0.92783,0.05307,0.30887,0.10067,0.000595,0.000595,0.000595
97,1183.6,0.11451,0.23271,0.88614,0.85947,0.88833,0.93047,0.93047,0.05752,0.28146,0.10587,0.000496,0.000496,0.000496
98,1195.38,0.10402,0.22115,0.87584,0.87518,0.90199,0.93978,0.93978,0.04754,0.24729,0.09195,0.000397,0.000397,0.000397
99,1207.16,0.10539,0.21476,0.88843,0.92587,0.87208,0.94246,0.94246,0.05346,0.23864,0.09644,0.000298,0.000298,0.000298
100,1218.96,0.10111,0.21199,0.8815,0.89969,0.88716,0.93977,0.93913,0.04644,0.24667,0.09141,0.000199,0.000199,0.000199
