               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  57,             0.02535,           0.0089562,           0.0041525,              0.8251,             0.73635,             0.85986,             0.76674,            0.013401,           0.0050868,           0.0022198,            0.007228,            0.007228,            0.007228
                  58,            0.024441,           0.0084328,           0.0040845,             0.88209,             0.71207,             0.86048,             0.76477,            0.013813,           0.0050645,           0.0021346,           0.0071785,           0.0071785,           0.0071785
                  59,            0.025638,           0.0088874,           0.0040525,             0.88524,             0.72321,             0.85385,             0.76275,            0.013418,           0.0053445,           0.0021788,            0.007129,            0.007129,            0.007129
                  60,            0.025151,           0.0086861,           0.0041982,             0.86612,             0.72311,             0.86115,             0.76161,            0.013277,           0.0049164,           0.0021902,           0.0070795,           0.0070795,           0.0070795
                  61,            0.024512,           0.0087108,           0.0039185,             0.92337,             0.67871,              0.8422,             0.74432,            0.013738,           0.0051659,           0.0023443,             0.00703,             0.00703,             0.00703
                  62,            0.024853,           0.0083903,           0.0041053,              0.8489,             0.71484,             0.84338,             0.75323,            0.013409,           0.0053912,           0.0024464,           0.0069805,           0.0069805,           0.0069805
                  63,            0.024669,           0.0086614,           0.0039819,             0.86856,             0.71795,             0.84817,             0.75775,            0.013956,           0.0052755,           0.0021307,            0.006931,            0.006931,            0.006931
                  64,            0.023852,           0.0089008,           0.0038769,             0.88803,             0.70879,             0.86277,             0.77003,            0.013183,           0.0052285,           0.0021161,           0.0068815,           0.0068815,           0.0068815
                  65,            0.024532,           0.0088926,           0.0039847,             0.85583,             0.74922,             0.86385,             0.77574,            0.013312,           0.0053489,           0.0020952,            0.006832,            0.006832,            0.006832
                  66,             0.02516,           0.0085269,           0.0040547,             0.85094,             0.73685,             0.84961,             0.76058,            0.013263,           0.0049381,           0.0023629,           0.0067825,           0.0067825,           0.0067825
                  67,            0.024991,           0.0089836,           0.0038585,             0.89277,             0.72619,             0.86054,             0.77079,            0.013578,           0.0054297,            0.002127,            0.006733,            0.006733,            0.006733
                  68,             0.02412,           0.0086176,           0.0040082,             0.87291,             0.72297,              0.8344,             0.73645,            0.013639,           0.0053306,           0.0023997,           0.0066835,           0.0066835,           0.0066835
                  69,            0.023943,           0.0084834,           0.0041617,             0.91611,             0.67509,             0.84255,             0.75307,            0.012929,           0.0049418,           0.0022374,            0.006634,            0.006634,            0.006634
                  70,             0.02406,            0.008666,           0.0038418,             0.85881,             0.72061,             0.85278,             0.76973,            0.013186,           0.0054139,           0.0021255,           0.0065845,           0.0065845,           0.0065845
                  71,            0.023852,             0.00847,           0.0037964,              0.8303,             0.75209,             0.85832,             0.77919,            0.013311,           0.0051289,             0.00213,            0.006535,            0.006535,            0.006535
                  72,            0.024235,           0.0087344,            0.003588,             0.85202,             0.75785,             0.86691,             0.78684,            0.013679,           0.0054547,           0.0020161,           0.0064855,           0.0064855,           0.0064855
                  73,            0.023586,            0.008169,           0.0037724,             0.88248,             0.71338,             0.85644,             0.76878,            0.013862,           0.0055227,           0.0021715,            0.006436,            0.006436,            0.006436
                  74,            0.023331,           0.0081143,           0.0039602,             0.85365,             0.70589,               0.848,             0.74435,            0.013594,           0.0052428,            0.002625,           0.0063865,           0.0063865,           0.0063865
                  75,            0.023852,           0.0083122,           0.0037202,              0.8629,             0.70682,             0.85223,             0.76566,            0.013356,           0.0051775,           0.0022452,            0.006337,            0.006337,            0.006337
                  76,            0.023417,           0.0083945,           0.0038521,             0.91013,              0.7302,             0.85418,             0.76677,            0.013263,           0.0054115,           0.0021494,           0.0062875,           0.0062875,           0.0062875
